region_id;country_id;title_ru;title_ua;title_be;title_en;title_es;title_pt;title_de;title_fr;title_it;title_pl;title_ja;title_lt;title_lv;title_cz
"5133578";"109";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel";"Mohafazat Baalbek-Hermel"
"3134180";"109";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban";"Mohafazat Mont-Liban"
"4047745";"108";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County";"Grand Gedeh County"
"4213213";"108";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County";"Grand Kru County"
"4213214";"108";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County";"Margibi County"
"4046526";"108";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County";"Maryland County"
"4046369";"108";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County";"Montserrado County"
"4213215";"108";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County";"River Cess County"
"4215490";"108";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County";"River Gee County"
"4045584";"108";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County";"Sinoe County"
"3207896";"109";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé";"Mohafazat Nabatîyé"
"5466178";"110";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة";"Baladiyah Al Djoufrah الجفرة"
"5466165";"110";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج";"Baladiyah Al Marj المرج"
"5466167";"110";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات";"Baladiyah Al Wahat الواحات"
"3135850";"109";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa";"Mohafazat Béqaa"
"3134870";"109";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth";"Mohafazat Beyrouth"
"3395903";"118";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District";"Likoma District"
"4168394";"120";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso";"Région de Sikasso"
"5466170";"110";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات";"Baladiyah Ghat غات"
"5466183";"110";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق";"Baladiyah Mourzouq مرزق"
"5466179";"110";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها";"Baladiyah Sebha سبها"
"5466180";"110";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت";"Baladiyah Syrte سرت"
"5466175";"110";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية";"Baladiyah Az Zaouiyah الزاوية"
"5466166";"110";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي";"Baladiyah Benghazi بنغازي"
"5466171";"110";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة";"Baladiyah Misratah مصراتة"
"5466172";"110";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت";"Baladiyah Nalout نالوت"
"5466173";"110";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس";"Baladiyah Tripoli طرابلس"
"5466182";"110";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ";"Baladiyah Wadi ach Chatii وادي الشاطئ"
"2718615";"13";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas";"Šalčininkų rajonas"
"5466163";"110";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان";"Baladiyah Al Boutnan البطنان"
"5466168";"110";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة";"Baladiyah Al Koufrah الكفرة"
"5466169";"110";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب";"Baladiyah Al Mourqoub المرقب"
"5466162";"110";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة";"Baladiyah Darnah درنة"
"2721289";"13";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas";"Vilniaus rajonas"
"2717533";"13";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas";"Zarasų rajonas"
"5425968";"122";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar";"Żabbar"
"5425971";"122";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq";"Żurrieq"
"5466176";"110";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس";"Baladiyah An Nouqat al Khams النقاط الخمس"
"5466181";"110";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة";"Baladiyah Wadi al Hayaat وادي الحياة"
"5466164";"110";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر";"Baladiyah Al Djabal al Akhdar الجبل الاخضر"
"5466177";"110";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي";"Baladiyah Al Djabal al Gharbi الجبل الغربي"
"5466174";"110";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة";"Baladiyah Al Djfara الجفارة"
"2700513";"13";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas";"Lazdijų rajonas"
"2708372";"13";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas";"Pasvalio rajonas"
"2714140";"13";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas";"Plungės rajonas"
"2702941";"13";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas";"Prienų rajonas"
